RSN,EQID,SSN,EveLat,EveLon,MW,ML,mag,Depth,Rhyp,Rjb,Repi,STAID,Tn_rsn,pstar_rsn,SiteClass,SiteCLnew,VS30_Mac23,VS30_Art21,VS30_HA16,StaLat,StaLon,hp_freq,lp_freq,T0_01s,T0_02s,T0_022s,T0_025s,T0_029s,T0_03s,T0_032s,T0_035s,T0_036s,T0_04s,T0_042s,T0_044s,T0_045s,T0_046s,T0_048s,T0_05s,T0_055s,T0_06s,T0_065s,T0_067s,T0_07s,T0_075s,T0_08s,T0_085s,T0_09s,T0_095s,T0_1s,T0_11s,T0_12s,T0_13s,T0_133s,T0_14s,T0_15s,T0_16s,T0_17s,T0_18s,T0_19s,T0_2s,T0_22s,T0_24s,T0_25s,T0_26s,T0_28s,T0_29s,T0_3s,T0_32s,T0_34s,T0_35s,T0_36s,T0_38s,T0_4s,T0_42s,T0_44s,T0_45s,T0_46s,T0_48s,T0_5s,T0_55s,T0_6s,T0_65s,T0_667s,T0_7s,T0_75s,T0_8s,T0_85s,T0_9s,T0_95s,T1s,T1_1s,T1_2s,T1_3s,T1_4s,T1_5s,T1_6s,T1_7s,T1_8s,T1_9s,T2s,T2_2s,T2_4s,T2_5s,T2_6s,T2_8s,T3s,T3_2s,T3_4s,T3_5s,T3_6s,T3_8s,T4s,T4_2s,T4_4s,T4_6s,T4_8s,T5s,T5_5s,T6s,T6_5s,T7s,T7_5s,T8s,T8_5s,T9s,T9_5s,T10s
11,34,1,22.881,103.699,3.8,4.015000001,3.816666667,10,240.3996816,240.1334231,240.1916046,"BCVB",0.17,2.137239743,2,2,674.0401321,483.9685934,483.9685934,21.885,105.772,0.13,20,0.032038264,0.031563211,0.031689659,0.031846834,0.032076806,0.032159547,0.032296749,0.032475415,0.032492081,0.032872764,0.033698149,0.034416429,0.034432559,0.0344895,0.038525281,0.04043954,0.038494756,0.043346503,0.046907452,0.050456007,0.052606559,0.054327314,0.06339079,0.064616658,0.077250542,0.097829821,0.102492911,0.097441958,0.102003913,0.10856763,0.105248059,0.117298472,0.12160734,0.106432603,0.085737016,0.093050282,0.090113832,0.105628226,0.109880366,0.077027277,0.068225263,0.055246509,0.040713532,0.038121363,0.036199531,0.034310639,0.039213521,0.04035723,0.040816473,0.045188589,0.043613428,0.037039058,0.027423877,0.024348465,0.021931248,0.019599092,0.019606292,0.015758462,0.013956339,0.01083309,0.009779948,0.009226846,0.007975974,0.006895471,0.005559066,0.004465903,0.004932337,0.004619381,0.004500402,0.004264767,0.003472156,0.002922034,0.002922492,0.002276581,0.001661579,0.001707629,0.001727536,0.001698398,0.001496534,0.001120795,0.000959519,0.000841929,0.000767755,0.000785105,0.000748041,0.000659486,0.000606588,0.000567822,0.000524108,0.000511715,0.000486688,0.000458351,0.000436221,0.000407761,0.000364379,0.000264856,0.000232675,0.000214205,0.000186174,0.000164403,0.000142593,0.000120359,9.95e-05,8.4e-05,7.38e-05
12,36,1,20.99,107.016,3.5,4.5,4.5,18.8,163.814682,162.697429,162.7323264,"BCVB",0.17,2.137239743,2,2,674.0401321,483.9685934,483.9685934,21.885,105.772,0.83,20,0.165356516,0.164671671,0.165883944,0.168093694,0.172230839,0.173803818,0.176825533,0.182774019,0.183695178,0.187979209,0.194668482,0.199738622,0.201979505,0.202659684,0.208788985,0.231107357,0.248700655,0.277558259,0.318830834,0.317482153,0.351042078,0.417896021,0.398713233,0.442079982,0.4842955,0.583976682,0.637199996,0.638650825,0.516929913,0.456404957,0.475812031,0.530831789,0.584011674,0.549507272,0.43773751,0.345315303,0.321809603,0.319853146,0.320502476,0.305184178,0.29066028,0.285808607,0.260858526,0.209942905,0.190347328,0.15212244,0.107439517,0.092879665,0.082096226,0.066133052,0.055787237,0.048426757,0.042572904,0.043122111,0.042447446,0.037845896,0.033472653,0.035095935,0.031136774,0.027537829,0.027760082,0.028933208,0.024720825,0.018283823,0.013863637,0.013377779,0.012346499,0.010751218,0.00773591,0.005820564,0.005223427,0.004150011,0.003542396,0.002890321,0.002336489,0.002026222,0.001789042,0.001553937,0.001298085,0.00108946,0.000997353,0.000924887,0.000798841,0.000703147,0.000629318,0.00054853,0.000511687,0.000483226,0.000439216,0.000402867,0.00037167,0.000324227,0.000284829,0.00026737,0.000248281,0.000199395,0.000155568,0.000133369,0.000122265,0.000105574,9.14e-05,8.05e-05,7.11e-05,6.3e-05,5.49e-05
13,37,1,21.005,106.916,2.9,3.715000001,3.616666667,20.9,155.0158187,153.587881,153.6004363,"BCVB",0.17,2.137239743,2,2,674.0401321,483.9685934,483.9685934,21.885,105.772,0.66,20,0.061896598,0.062794711,0.063285792,0.064176015,0.065671499,0.066200163,0.067827518,0.068312101,0.068557763,0.074168551,0.073931782,0.072098665,0.072536019,0.073318678,0.077966493,0.080258747,0.082561299,0.087069637,0.096727707,0.107573945,0.115014944,0.12944453,0.144662772,0.176915044,0.211457966,0.236527453,0.204537615,0.257001291,0.225504481,0.158723526,0.159021542,0.160599169,0.152050478,0.149810199,0.140739542,0.11892177,0.110021679,0.118439377,0.092802221,0.073755919,0.07888332,0.085539923,0.087357577,0.080864808,0.07135725,0.060476421,0.04817717,0.041445628,0.035933331,0.030629719,0.024361099,0.019643186,0.017444722,0.017116687,0.016832572,0.015689763,0.01410726,0.010547201,0.010094558,0.008819483,0.008386622,0.007771223,0.007191062,0.006438605,0.006027805,0.005537888,0.004952313,0.004287201,0.003175196,0.002504381,0.002146699,0.001854524,0.001587948,0.001346919,0.001194964,0.001089866,0.000961444,0.000847198,0.000632674,0.000497424,0.000447428,0.000391273,0.000314822,0.000272845,0.00023474,0.000210311,0.000204126,0.000197986,0.000183174,0.000157497,0.00013848,0.000120313,0.000111068,9.98e-05,9.14e-05,7.52e-05,6.89e-05,6.35e-05,6.51e-05,5.83e-05,5.56e-05,5.86e-05,5.53e-05,4.81e-05,4.56e-05
14,2,2,22.594,108.143,2.9,3.515,3.483333333,17,245.6055362,245.0039325,245.0164881,"BGVB",0.22,3.367316276,3,3,562.7352539,411.408927,411.408927,21.29,106.228,0.79,20,0.02123231,0.022019055,0.022193045,0.022721338,0.023608438,0.023936346,0.025052976,0.02520814,0.02522264,0.027496418,0.028925692,0.032414575,0.033674818,0.035107257,0.038146417,0.044106496,0.045043114,0.042270242,0.050401919,0.051362378,0.052969568,0.049200209,0.050170744,0.057164097,0.070820727,0.087991602,0.099722179,0.086856794,0.09822888,0.097261191,0.092467882,0.077917135,0.060801113,0.045610589,0.041725835,0.039493226,0.03988715,0.032175894,0.030270264,0.026856503,0.024549206,0.022730339,0.019565946,0.018067492,0.018362198,0.017039081,0.01446022,0.013102953,0.011439736,0.008594766,0.007029938,0.006230377,0.005181667,0.005107013,0.004944718,0.004460659,0.003927873,0.003798516,0.003060744,0.002846913,0.002709001,0.002175232,0.001784586,0.001402801,0.00113529,0.0009638,0.000968976,0.000785688,0.000593706,0.000588914,0.000533431,0.000463826,0.000453494,0.00037731,0.000286381,0.000230866,0.000209311,0.000211097,0.000173468,0.000146059,0.00014458,0.000134165,0.000110767,8.85e-05,8.32e-05,8.02e-05,8.86e-05,8.81e-05,7.51e-05,6.94e-05,5.79e-05,5.43e-05,4.88e-05,4.22e-05,3.75e-05,3.62e-05,3.39e-05,3.09e-05,2.82e-05,1.92e-05,1.8e-05,1.73e-05,1.45e-05,1.38e-05,1.41e-05
15,19,2,21.261,104.181,4,4.015000001,3.816666667,1,212.1285598,212.044404,212.1262028,"BGVB",0.22,3.367316276,3,3,562.7352539,411.408927,411.408927,21.29,106.228,0.43,20,0.069420637,0.068431955,0.068586442,0.068894757,0.069373243,0.06951394,0.069881207,0.070426165,0.070637244,0.071662068,0.072089948,0.072051176,0.071643629,0.071096907,0.071207046,0.07270333,0.075935611,0.079655178,0.082610235,0.083347719,0.08378944,0.089185352,0.094937745,0.104315942,0.108973936,0.111750831,0.125798745,0.141940367,0.173336051,0.218380914,0.226292252,0.239548993,0.222926701,0.21607756,0.219485043,0.216830454,0.20603318,0.189729632,0.238120638,0.240152026,0.198948926,0.177520965,0.148810573,0.134208149,0.132433478,0.125269397,0.117235449,0.122523244,0.131407043,0.13078587,0.102897873,0.07933148,0.081790435,0.086468407,0.088801951,0.076341515,0.06727985,0.066045626,0.053499444,0.041350748,0.040356798,0.040906137,0.035158873,0.026524159,0.022956753,0.019651631,0.017467481,0.015805256,0.012781425,0.010754078,0.008719928,0.006680865,0.004963203,0.003735489,0.003302009,0.002734922,0.003214563,0.003011001,0.002165755,0.001885094,0.001744015,0.001782046,0.001645585,0.00141161,0.001202551,0.001143063,0.00110138,0.001046704,0.000892488,0.000824665,0.000747342,0.000639636,0.000565715,0.000522462,0.00047192,0.000389192,0.000334145,0.000273797,0.000224698,0.000203556,0.000182026,0.000159949,0.000145909,0.000130858,0.000113406
16,20,2,21.313,104.179,3.6,3.615,3.55,9.4,212.4947999,212.2454064,212.2867871,"BGVB",0.22,3.367316276,3,3,562.7352539,411.408927,411.408927,21.29,106.228,0.25,20,0.017312235,0.017185126,0.017170901,0.017371458,0.017655615,0.01768288,0.017938895,0.018738663,0.018909186,0.019011907,0.018848001,0.018857693,0.019155495,0.019610798,0.020555388,0.020929593,0.021943937,0.023510878,0.027933562,0.027996751,0.028786183,0.032349377,0.03175794,0.03571882,0.038141158,0.043046492,0.047093738,0.054134442,0.062524189,0.05406082,0.050815122,0.047786315,0.056382574,0.053337971,0.045756712,0.049978766,0.053205981,0.054430176,0.053505863,0.042372167,0.038522662,0.037405343,0.031512819,0.029202499,0.026614597,0.027506439,0.025933005,0.0274298,0.030441878,0.03161226,0.030056185,0.027988895,0.029123754,0.030542874,0.030877663,0.026883706,0.023423368,0.024773639,0.022426596,0.020213843,0.020109001,0.020493752,0.017226289,0.012028627,0.011636344,0.010022519,0.009496415,0.008933489,0.006917811,0.005029943,0.004432861,0.003300616,0.002231448,0.002128504,0.002131211,0.001902628,0.002121704,0.002022721,0.001468011,0.001159091,0.001096485,0.001136747,0.001068848,0.000879589,0.000762893,0.000743969,0.00072739,0.000703777,0.000624682,0.000573923,0.000519587,0.000444341,0.00039829,0.000368678,0.000335845,0.000259039,0.000216705,0.000174137,0.000144088,0.00011362,9.34e-05,8.16e-05,7.47e-05,6.8e-05,6.17e-05
17,23,2,20.152,104.736,3.7,4.3,4.3,0.5,200.2234026,200.1737118,200.2227783,"BGVB",0.22,3.367316276,3,3,562.7352539,411.408927,411.408927,21.29,106.228,0.48,20,0.099326732,0.097649803,0.09804002,0.098836787,0.099963547,0.100261243,0.10070968,0.102734854,0.10386702,0.105266215,0.107223667,0.11017518,0.110675873,0.110340678,0.111829841,0.115135822,0.122481183,0.119958612,0.132453356,0.139012672,0.1517714,0.138450604,0.137677238,0.151248837,0.153019172,0.153825184,0.155123909,0.175182335,0.217980546,0.224020056,0.213195272,0.207105981,0.276416205,0.348141653,0.326508855,0.341354316,0.33937757,0.424099053,0.459865846,0.278459115,0.240771658,0.246744033,0.232501536,0.210909823,0.201225107,0.167092005,0.138749299,0.127891038,0.120181364,0.108965373,0.1050729,0.115889537,0.101841861,0.091356129,0.087210018,0.077224464,0.069611903,0.052746612,0.044601926,0.041065056,0.036956981,0.03242655,0.02670162,0.022331476,0.019119434,0.017499761,0.015408912,0.01521458,0.012218533,0.010968089,0.009193886,0.007892648,0.007218519,0.006458654,0.006095239,0.00581906,0.005632843,0.005032972,0.00358017,0.002764972,0.002355813,0.002046929,0.001620425,0.001327018,0.001075598,0.000947587,0.000938335,0.000915189,0.000838539,0.000809838,0.000778708,0.000736778,0.00068718,0.000606467,0.000547882,0.000447129,0.000415241,0.000351092,0.00030051,0.000257047,0.00022018,0.000188569,0.000161794,0.000142761,0.00012951
18,24,2,20.173,104.893,4.6,4.6,4.6,0,186.280777,186.053517,186.280777,"BGVB",0.22,3.367316276,3,3,562.7352539,411.408927,411.408927,21.29,106.228,0.45,20,0.004580023,0.004596901,0.004701613,0.004955379,0.005478997,0.00561466,0.006097526,0.008150316,0.009594233,0.010242178,0.009288195,0.009504548,0.009719502,0.010112926,0.01040559,0.010412871,0.011311398,0.016206003,0.013673565,0.012195913,0.010074513,0.010071016,0.009994318,0.010476085,0.011168946,0.015183287,0.017561194,0.01318737,0.01050337,0.007533966,0.00694339,0.005357766,0.004761043,0.003601305,0.002998687,0.003884917,0.003560245,0.002628645,0.001897482,0.001632402,0.001248109,0.001050708,0.000820045,0.000752238,0.000656221,0.000483187,0.000440028,0.000463277,0.000467139,0.000448612,0.000372457,0.000305892,0.000251393,0.000238466,0.000224472,0.000241001,0.000215598,0.000153512,0.000144163,0.000129367,0.000123268,0.000122084,0.000114071,0.000112024,0.000117363,0.000121916,0.000125985,0.00012625,0.000139297,0.000142135,0.00015394,0.000175326,0.000211989,0.000231719,0.00023864,0.000268202,0.000284021,0.000279631,0.000229053,0.000163875,0.000154557,0.000145061,0.00012927,0.00011005,9.44e-05,9.37e-05,0.00010142,9.51e-05,7.92e-05,6.75e-05,5.83e-05,5.11e-05,4.16e-05,3.91e-05,3.35e-05,2.32e-05,2.11e-05,1.9e-05,1.7e-05,1.85e-05,2.18e-05,2.07e-05,1.66e-05,1.53e-05,1.37e-05
19,27,2,19.071,105.143,3.5,4.115,3.883333333,0,271.481865,271.4469658,271.481865,"BGVB",0.22,3.367316276,3,3,562.7352539,411.408927,411.408927,21.29,106.228,0.25,20,0.032574215,0.032114483,0.032202313,0.032391197,0.032765905,0.032943602,0.033209484,0.033226174,0.03329905,0.03369785,0.033775469,0.033900845,0.03407795,0.034455827,0.034689221,0.03476882,0.035983102,0.037314719,0.037658038,0.038171057,0.038321894,0.038392238,0.039297177,0.044437676,0.045440446,0.054046025,0.061312884,0.07011534,0.082731369,0.075935708,0.080112427,0.094128239,0.110258532,0.114047856,0.111560513,0.119787629,0.119220179,0.122671532,0.147640346,0.117469193,0.12128683,0.099514183,0.077213148,0.074231632,0.07356531,0.080719519,0.069499198,0.064915705,0.061852686,0.052427335,0.043304513,0.037506367,0.033772652,0.031516184,0.032583011,0.032636576,0.035364797,0.031018048,0.038449628,0.032891029,0.033240065,0.028468467,0.020106191,0.015189493,0.011819823,0.012006663,0.013296748,0.012670987,0.009165177,0.005165089,0.003977001,0.003974415,0.004299594,0.00367672,0.003417486,0.002902355,0.002297527,0.001749566,0.001193533,0.000931172,0.000846498,0.00077992,0.000714056,0.000655213,0.000528567,0.00046332,0.000500182,0.000517281,0.000496252,0.000498668,0.000466233,0.00039909,0.000323906,0.000294831,0.000264889,0.0002456,0.000209902,0.000197219,0.000178513,0.000169403,0.000144063,0.000113747,0.000101467,9.03e-05,7.98e-05
20,29,2,20.856,103.395,4.4,4.7,4.7,2.4,297.8878856,297.7165194,297.8782174,"BGVB",0.22,3.367316276,3,3,562.7352539,411.408927,411.408927,21.29,106.228,0.1,20,0.025694543,0.025409752,0.025461172,0.025491551,0.025545434,0.025602208,0.025900878,0.0256171,0.025531299,0.026004765,0.025641335,0.025833449,0.025915851,0.026064937,0.026106915,0.026395979,0.02662121,0.027654186,0.028363214,0.028437231,0.028134269,0.028358285,0.029991618,0.028883025,0.030184657,0.030891705,0.031017896,0.034568157,0.038788732,0.045277772,0.045847725,0.049014603,0.059934054,0.063925934,0.068558643,0.073493477,0.089510244,0.088912994,0.088200454,0.106645321,0.10604485,0.102688536,0.090670336,0.099141817,0.102996967,0.082887071,0.084233442,0.089411039,0.086944935,0.071133729,0.060977329,0.053214273,0.056189775,0.058450764,0.05751249,0.05342307,0.052355735,0.04729207,0.0403544,0.037768065,0.035532292,0.033359815,0.02638581,0.026929788,0.025037922,0.022062717,0.020302164,0.018626681,0.017829828,0.016347548,0.013914363,0.013076775,0.01266379,0.00955557,0.008853913,0.00892319,0.007791293,0.007237636,0.006872435,0.004630056,0.004826987,0.005027822,0.004620031,0.004768335,0.004791275,0.004702978,0.004671882,0.004548607,0.004301474,0.004002407,0.003682607,0.003237136,0.003134105,0.00286975,0.002565913,0.001775343,0.001326384,0.001169207,0.001086383,0.00083556,0.000610486,0.000528075,0.000437922,0.00034892,0.000293817
21,36,2,20.99,107.016,3.5,4.5,4.5,18.8,90.25044082,88.2357249,88.27061837,"BGVB",0.22,3.367316276,3,3,562.7352539,411.408927,411.408927,21.29,106.228,0.1,20,2.315561457,2.341766765,2.357004095,2.3858402,2.438308319,2.469794417,2.578161086,2.648940343,2.666584457,2.651064426,2.605341306,2.697281343,2.774754714,2.831958711,2.858925256,2.918391506,3.181689318,3.622742975,3.851074589,3.977096801,3.980928526,4.077228554,4.551731391,5.058657936,6.104159037,7.293391816,7.92073458,7.440149255,7.35963279,9.554284893,9.042800548,8.182853574,7.508982655,6.761203235,6.172766765,6.307073626,7.055858116,6.220746208,5.928914704,3.61979591,2.743516245,2.44812181,1.713781561,1.52232261,1.364937999,1.23039924,1.002414173,0.881375063,0.76150703,0.659498497,0.619028486,0.55898995,0.487128286,0.451518044,0.421722373,0.373394647,0.325812137,0.263202097,0.228408677,0.182341674,0.174131328,0.151333948,0.124885654,0.107412271,0.097415211,0.086888823,0.083591122,0.079950934,0.065321048,0.050819014,0.041542429,0.035792617,0.031254671,0.027195268,0.023432644,0.020264956,0.017696339,0.015600027,0.012508723,0.010333628,0.009524701,0.008833833,0.00769197,0.006759431,0.005934676,0.005227153,0.004913703,0.004630254,0.004143681,0.003731286,0.003370365,0.003053121,0.002774572,0.002532619,0.002323036,0.001897601,0.001586819,0.001348504,0.001160184,0.001008611,0.000888206,0.000788352,0.000703898,0.000632082,0.000570912
22,37,2,21.005,106.916,2.9,3.715000001,3.616666667,20.9,80.82022449,78.05855829,78.07111301,"BGVB",0.22,3.367316276,3,3,562.7352539,411.408927,411.408927,21.29,106.228,0.1,20,0.603301806,0.608035067,0.613748247,0.625668503,0.652463605,0.663589462,0.691580625,0.748176453,0.757389298,0.809649863,0.851557822,0.921316931,0.948876627,0.968854545,0.973663903,0.964398521,0.801185039,1.025821242,1.04431802,1.004741069,1.100100163,1.354375023,1.418931186,1.63212439,1.650684177,1.669981539,1.898702157,1.813029789,1.998953534,2.326612521,2.119621561,1.917029636,2.10791171,2.312987927,1.856216496,1.378980752,1.321016082,1.385836103,0.984141406,0.674848027,0.734992069,0.653614161,0.602064067,0.566114051,0.492655661,0.413180752,0.34812156,0.312442525,0.274553388,0.229509111,0.195423329,0.174078724,0.153241867,0.142677738,0.132882529,0.117333537,0.105822084,0.083948696,0.069769817,0.059071116,0.055511659,0.053042664,0.045460922,0.037027953,0.031320516,0.028411152,0.026762196,0.025404763,0.021472713,0.016718674,0.01291333,0.010538036,0.009034606,0.008012889,0.007225737,0.006539252,0.005879007,0.005270408,0.004273562,0.003534103,0.003223025,0.002942622,0.002497301,0.002169397,0.00190429,0.001672747,0.001575431,0.001488703,0.001333194,0.001204678,0.001105037,0.001018414,0.000937375,0.000862853,0.000794714,0.000654624,0.000555079,0.000470571,0.000402385,0.000351262,0.000308153,0.000270789,0.000241848,0.000221769,0.000207625
23,2,4,22.594,108.143,2.9,3.515,3.483333333,17,193.0237595,192.2608464,192.2736897,"CBVB",3,1.53445755,1.02,1.02,150,150,250,22.65991875,106.271,0.66,20,0.024773931,0.0249859,0.025336816,0.026056766,0.028215556,0.029160764,0.031357801,0.034180348,0.035614545,0.046113402,0.055325182,0.058312476,0.061316985,0.063164687,0.063260005,0.065876706,0.092548345,0.075903589,0.068966482,0.07109433,0.072756591,0.077590741,0.07918218,0.064761339,0.06322981,0.067426804,0.067457243,0.068079325,0.047724903,0.043163485,0.038482615,0.03262653,0.031281432,0.03106198,0.032850072,0.029441263,0.027784951,0.027687381,0.020472312,0.019513423,0.020234548,0.019660757,0.018357829,0.017995793,0.019482731,0.01682887,0.013761977,0.012729799,0.011529672,0.009892659,0.008808929,0.008299821,0.007894185,0.00739745,0.007072926,0.00624151,0.005638039,0.004177249,0.003836276,0.003765617,0.003444519,0.002728188,0.002220162,0.001879177,0.001681675,0.001686563,0.001430518,0.001144096,0.001058325,0.000791227,0.00061446,0.000460508,0.000359883,0.000342713,0.000362574,0.000331515,0.000279468,0.000257442,0.000220904,0.000189659,0.000178699,0.000159191,0.000132546,0.00011645,0.000118404,9.24e-05,8.94e-05,8.88e-05,8.88e-05,9.42e-05,8.72e-05,7.1e-05,5.88e-05,5.45e-05,5.35e-05,4.44e-05,3.67e-05,3.23e-05,2.67e-05,2.66e-05,2.3e-05,2.03e-05,1.65e-05,1.52e-05,1.6e-05
24,4,4,23.271,103.995,3.4,4.115,3.883333333,10.7,242.9548207,242.6922504,242.7190864,"CBVB",3,1.53445755,1.02,1.02,150,150,250,22.65991875,106.271,0.35,20,0.02335527,0.023172672,0.023243586,0.023252732,0.023365341,0.023416058,0.023495292,0.023744138,0.023820572,0.023971085,0.02403447,0.024245637,0.024203428,0.024078937,0.024006495,0.024079646,0.026083026,0.026291178,0.026939042,0.028533675,0.029884725,0.034680615,0.038337773,0.042450843,0.047419393,0.042876841,0.036773549,0.036458254,0.036322253,0.038492849,0.039695371,0.044985165,0.050681787,0.055471276,0.054034745,0.052578238,0.057051104,0.057481958,0.074252332,0.073404759,0.075926907,0.06978456,0.074416601,0.079546152,0.079262231,0.076762627,0.083413839,0.081983063,0.075476027,0.061762017,0.057261919,0.055890935,0.051024764,0.047758645,0.043882982,0.035539044,0.032057007,0.025346934,0.021316083,0.018730983,0.017851801,0.016406557,0.014013099,0.012067735,0.010399808,0.0092364,0.008653318,0.007629198,0.005522119,0.005170254,0.004469142,0.003593193,0.003206429,0.002771226,0.002418574,0.002132966,0.001901917,0.001676819,0.00130074,0.00103664,0.000952837,0.000872444,0.000729427,0.000617102,0.000542597,0.000485504,0.000449491,0.000401757,0.000344448,0.000331883,0.000309074,0.000273985,0.000245876,0.000217367,0.000196213,0.000165692,0.000138427,0.000115867,9.92e-05,8.72e-05,7.79e-05,7.04e-05,6.21e-05,5.33e-05,4.5e-05
25,8,4,23.016,104.088,3.5,3.915,3.75,0.1,227.1820643,227.1487836,227.1820423,"CBVB",3,1.53445755,1.02,1.02,150,150,250,22.65991875,106.271,0.25,20,0.020745122,0.020786366,0.020875884,0.020978354,0.021135936,0.021124187,0.021771832,0.023576219,0.024123585,0.024224212,0.023656284,0.023651002,0.023549283,0.023576779,0.025160716,0.026747422,0.02931152,0.030092358,0.03525555,0.037657626,0.041155557,0.050283303,0.047983068,0.042877038,0.042078966,0.03754286,0.033467845,0.031397549,0.038202735,0.04009613,0.040047973,0.049210414,0.049998409,0.050660785,0.048953841,0.05914462,0.067471298,0.070243495,0.053265765,0.05326926,0.049145907,0.052712237,0.048228124,0.043087123,0.044692675,0.044571491,0.040787573,0.039060359,0.037148878,0.03226762,0.031097781,0.024618229,0.02639661,0.026209312,0.024578526,0.020733261,0.020905293,0.019738697,0.015164055,0.012433386,0.013113693,0.012950445,0.011036428,0.008910489,0.008824195,0.009298962,0.007871637,0.007455663,0.006319434,0.007312076,0.004662256,0.003596619,0.003344791,0.003417479,0.002622276,0.002075943,0.00210388,0.002000075,0.001979052,0.001678108,0.001687698,0.001573164,0.00125861,0.001157409,0.001027454,0.000999171,0.000956509,0.000920596,0.000839367,0.000749973,0.00064627,0.000530788,0.000434796,0.000368352,0.000315753,0.000273931,0.000234087,0.000200715,0.000167485,0.000136232,0.000113905,9.53e-05,8.06e-05,6.86e-05,6.56e-05
26,19,4,21.261,104.181,4,4.015000001,3.816666667,1,265.8037995,265.714879,265.8019184,"CBVB",3,1.53445755,1.02,1.02,150,150,250,22.65991875,106.271,0.18,20,0.015184125,0.015058952,0.015123961,0.01528842,0.01567179,0.015835983,0.015891099,0.015819996,0.015858659,0.016568038,0.016520203,0.016313852,0.016403425,0.016531686,0.016977504,0.017202141,0.018220833,0.018130781,0.018613438,0.019053955,0.019665356,0.021844648,0.022388353,0.022110607,0.02489867,0.024488096,0.025446216,0.032957504,0.039938751,0.041613736,0.039419023,0.04119449,0.042843289,0.039704793,0.034302003,0.036749659,0.042320401,0.044892715,0.040687461,0.040467479,0.0408774,0.040763744,0.035163315,0.032605725,0.033241252,0.034469428,0.035571138,0.039054137,0.041500781,0.042374113,0.04169828,0.039259567,0.033561133,0.030575136,0.029003394,0.024180944,0.022037491,0.020938052,0.019955591,0.016648456,0.014533339,0.01122074,0.009124241,0.008798536,0.00867642,0.007028715,0.006182004,0.005804696,0.005529193,0.005135002,0.004534382,0.003903918,0.003256832,0.00316184,0.002868781,0.002835762,0.002838689,0.002654385,0.002189091,0.001685535,0.001563518,0.001512434,0.001400459,0.001239657,0.001057737,0.000959364,0.000915762,0.000835115,0.000679092,0.000605793,0.000550061,0.000506176,0.000464851,0.000419116,0.000364401,0.000244039,0.0001983,0.000163015,0.000137886,0.000116303,9.75e-05,8.59e-05,7.46e-05,6.73e-05,6.29e-05
27,20,4,21.313,104.179,3.6,3.615,3.55,9.4,262.76538,262.5507082,262.5971914,"CBVB",3,1.53445755,1.02,1.02,150,150,250,22.65991875,106.271,0.18,20,0.00483641,0.004866953,0.004881679,0.004892666,0.004875593,0.004864448,0.0048788,0.004944328,0.004979426,0.005227331,0.005635626,0.006150861,0.006190146,0.006017453,0.005879873,0.005890468,0.007670411,0.008411147,0.010163499,0.01084242,0.012233367,0.01151721,0.012591193,0.01406501,0.014231879,0.015867981,0.016222089,0.015609476,0.012625404,0.00945981,0.009672506,0.010444138,0.009906224,0.010658302,0.009755551,0.010499665,0.011596601,0.01214526,0.011759299,0.012184216,0.013081856,0.012868231,0.012712253,0.012554853,0.011781998,0.011730536,0.013452805,0.013601203,0.013710022,0.015660757,0.016890672,0.015385952,0.015728984,0.015282691,0.014258831,0.013059555,0.012943748,0.015673592,0.012137587,0.010971206,0.009664152,0.007964698,0.006673224,0.006418943,0.006518995,0.005130158,0.004524199,0.004400093,0.004238554,0.003621928,0.003069687,0.002767099,0.002359825,0.002057192,0.001956267,0.00193885,0.001915395,0.001835822,0.001560748,0.001230601,0.001097721,0.001049406,0.000967892,0.000860624,0.00072743,0.000637152,0.000611841,0.000563422,0.000485973,0.000451007,0.000413252,0.00037451,0.000327931,0.000287696,0.000256284,0.000186883,0.000149746,0.000131388,0.000105124,8.65e-05,7.38e-05,6.57e-05,5.57e-05,5.03e-05,4.02e-05
28,28,4,21.792,103.606,3.2,3.915,3.75,15,291.1804112,290.7699403,290.7937961,"CBVB",3,1.53445755,1.02,1.02,150,150,250,22.65991875,106.271,0.16,20,0.002047895,0.002139865,0.002080617,0.002064423,0.002139703,0.002094894,0.002130303,0.002175103,0.002202824,0.002292831,0.002278943,0.002394187,0.002455409,0.002493462,0.002614922,0.002995156,0.002979096,0.00336194,0.003544673,0.003798233,0.004100666,0.004769783,0.005985848,0.004752597,0.003669029,0.003121705,0.002883736,0.003265694,0.003522067,0.004359092,0.004611906,0.004259745,0.003933799,0.004068502,0.004307085,0.004738042,0.005560563,0.005639804,0.006883506,0.006362829,0.006175054,0.006195614,0.005769901,0.005216958,0.005169773,0.004358015,0.004454678,0.004908505,0.005186491,0.005231155,0.004750175,0.004031748,0.004106368,0.003906065,0.003893984,0.004035524,0.003861393,0.003059656,0.002975981,0.002318682,0.002154546,0.002178045,0.001817603,0.001448947,0.001371235,0.001503433,0.001391629,0.000991688,0.000822441,0.000735668,0.000519388,0.000598611,0.000638817,0.000553334,0.00048188,0.000447122,0.00044783,0.000365919,0.000290737,0.000262607,0.000251072,0.00024116,0.00024852,0.00024641,0.0001898,0.000140777,0.000128475,0.000115937,0.000113308,0.000101237,8.3e-05,8.12e-05,7.68e-05,7.04e-05,5.44e-05,3.75e-05,3e-05,2.34e-05,2.1e-05,2.08e-05,1.99e-05,1.68e-05,1.52e-05,1.58e-05,1.44e-05
